mark;Model;Mileage;Year;Car_class;Maximum_power;Drive_unit;Box;Boost_type;Volume;Torque;Maximum_speed;Speed_to_100;Consumption
MINI;Hatch;60000.0;2016.0;B;192.0;front;automatic;turbocharging;2.0;280.0;235.0;6.7;5.4
MINI;Hatch;136000.0;2014.0;B;192.0;front;automatic;turbocharging;2.0;280.0;235.0;6.7;5.4
MINI;Hatch;103000.0;2015.0;B;192.0;front;automatic;turbocharging;2.0;280.0;235.0;6.7;5.4
Audi;A3;82050.0;2012.0;C;180.0;front;robot;turbocharging;1.8;250.0;235.0;7.2;5.6
Audi;A3;61000.0;2012.0;C;180.0;full;robot;turbocharging;1.8;280.0;228.0;6.7;6.6
Audi;A3;126200.0;2012.0;C;180.0;front;robot;turbocharging;1.8;250.0;235.0;7.2;5.6
MINI;Clubman;71000.0;2016.0;B;192.0;front;automatic;turbocharging;2.0;280.0;228.0;7.1;5.9
MINI;Clubman;113114.0;2016.0;B;192.0;front;automatic;turbocharging;2.0;280.0;228.0;7.1;5.9
MINI;Clubman;151650.0;2016.0;B;192.0;front;automatic;turbocharging;2.0;280.0;228.0;7.1;5.9
MINI;Clubman;3672.0;2019.0;B;192.0;full;automatic;turbocharging;2.0;280.0;225.0;6.9;6.4
MINI;Clubman;74165.0;2016.0;B;192.0;front;automatic;turbocharging;2.0;280.0;228.0;7.1;5.9
BMW;X5;310000.0;2001.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;315000.0;2003.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;401000.0;2001.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;370000.0;2003.0;J;184.0;full;automatic;turbocharging;2.9;410.0;200.0;10.5;9.7
BMW;X5;99000.0;2000.0;J;286.0;full;automatic;no;4.4;440.0;210.0;7.5;0.0
BMW;X5;170000.0;2001.0;J;286.0;full;automatic;no;4.4;440.0;210.0;7.5;0.0
BMW;X5;420000.0;2001.0;J;286.0;full;automatic;no;4.4;440.0;210.0;7.5;0.0
BMW;X5;350000.0;2000.0;J;286.0;full;automatic;no;4.4;440.0;210.0;7.5;0.0
BMW;X5;400000.0;2001.0;J;286.0;full;automatic;no;4.4;440.0;210.0;7.5;0.0
BMW;X5;200000.0;2002.0;J;184.0;full;automatic;turbocharging;2.9;410.0;200.0;10.5;9.7
BMW;X5;192000.0;2002.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;190000.0;2002.0;J;347.0;full;automatic;no;4.6;480.0;240.0;6.5;0.0
BMW;X5;360000.0;2002.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;420000.0;2001.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
BMW;X5;250000.0;2002.0;J;231.0;full;automatic;no;3.0;300.0;210.0;8.8;0.0
Chevrolet;Malibu;63000.0;2016.0;D;160.0;front;automatic;turbocharging;1.5;250.0;215.0;8.6;7.6
Chevrolet;Malibu;46500.0;2016.0;D;160.0;front;automatic;turbocharging;1.5;250.0;215.0;8.6;7.6
Chevrolet;Malibu;62530.0;2016.0;D;160.0;front;automatic;turbocharging;1.5;250.0;215.0;8.6;7.6
Mercedes-Benz;GLA;136000.0;2014.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;76500.0;2014.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;79000.0;2015.0;J;156.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Mercedes-Benz;GLA;125000.0;2015.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;85000.0;2016.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;42667.0;2017.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;27248.0;2014.0;J;156.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Mercedes-Benz;GLA;46346.0;2014.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;62000.0;2015.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;58696.0;2014.0;J;136.0;front;robot;turbocharging;2.1;300.0;200.0;9.9;5.1
Mercedes-Benz;GLA;28630.0;2016.0;J;150.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Mercedes-Benz;GLA;70930.0;2015.0;J;150.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Mercedes-Benz;GLA;88598.0;2014.0;J;156.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Mercedes-Benz;GLA;55659.0;2016.0;J;211.0;full;robot;turbocharging;2.0;350.0;230.0;7.1;6.6
Mercedes-Benz;GLA;94082.0;2015.0;J;156.0;front;robot;turbocharging;1.6;250.0;215.0;8.8;5.9
Suzuki;Grand Vitara;202000.0;2004.0;J;94.0;full;automatic;no;1.6;138.0;150.0;13.2;8.0
Suzuki;Grand Vitara;280000.0;2005.0;J;94.0;full;automatic;no;1.6;138.0;150.0;13.2;8.0
Volkswagen;Scirocco;118570.0;2013.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;112803.0;2011.0;C;211.0;front;robot;turbocharging;2.0;280.0;238.0;6.9;7.5
Volkswagen;Scirocco;208202.0;2012.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;180000.0;2009.0;C;160.0;front;mechanics;turbocharging;1.4;240.0;218.0;8.0;6.6
Volkswagen;Scirocco;117000.0;2012.0;C;211.0;front;robot;turbocharging;2.0;280.0;238.0;6.9;7.5
Volkswagen;Scirocco;153565.0;2011.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;98000.0;2013.0;C;211.0;front;robot;turbocharging;2.0;280.0;238.0;6.9;7.5
Volkswagen;Scirocco;176000.0;2008.0;C;160.0;front;mechanics;turbocharging;1.4;240.0;218.0;8.0;6.6
Volkswagen;Scirocco;180000.0;2009.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;168000.0;2011.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;135000.0;2012.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;160000.0;2012.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;122000.0;2013.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volkswagen;Scirocco;118000.0;2010.0;C;160.0;front;robot;turbocharging;1.4;240.0;218.0;8.0;6.3
Volvo;S40;267516.0;2008.0;C;125.0;front;mechanics;no;1.8;165.0;200.0;10.9;7.2
Volvo;S40;249371.0;2008.0;C;140.0;front;automatic;no;2.4;220.0;200.0;10.5;9.1
Volvo;S40;97500.0;2010.0;C;145.0;front;robot;no;2.0;185.0;205.0;9.8;8.1
Volvo;S40;127411.0;2008.0;C;100.0;front;mechanics;no;1.6;150.0;185.0;11.9;7.1
Volvo;S40;189000.0;2008.0;C;100.0;front;mechanics;no;1.6;150.0;185.0;11.9;7.1
Volvo;S40;95000.0;2012.0;C;145.0;front;robot;no;2.0;185.0;205.0;9.8;8.1
Volvo;S40;75000.0;2012.0;C;145.0;front;robot;no;2.0;185.0;205.0;9.8;8.1
Volvo;S40;217000.0;2008.0;C;140.0;front;automatic;no;2.4;220.0;200.0;10.5;9.1
Volvo;S40;145762.0;2008.0;C;140.0;front;automatic;no;2.4;220.0;200.0;10.5;9.1
Volvo;S40;145000.0;2007.0;C;170.0;front;automatic;no;2.4;230.0;215.0;8.9;9.1
Volvo;S40;118000.0;2012.0;C;145.0;front;robot;no;2.0;185.0;205.0;9.8;8.1
Volvo;S40;230000.0;2007.0;C;100.0;front;mechanics;no;1.6;150.0;185.0;11.9;7.1
Volvo;S40;190000.0;2009.0;C;125.0;front;mechanics;no;1.8;165.0;200.0;10.9;7.2
Volvo;S40;190215.0;2008.0;C;125.0;front;mechanics;no;1.8;165.0;200.0;10.9;7.2
Volvo;S40;200000.0;2007.0;C;140.0;front;automatic;no;2.4;220.0;200.0;10.5;9.1
Suzuki;Grand Vitara;150000.0;2013.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;93714.0;2012.0;J;140.0;full;mechanics;no;2.0;183.0;175.0;12.5;8.4
Suzuki;Grand Vitara;129789.0;2013.0;J;140.0;full;mechanics;no;2.0;183.0;175.0;12.5;8.4
Suzuki;Grand Vitara;127500.0;2012.0;J;169.0;full;automatic;no;2.4;227.0;175.0;12.0;9.7
Suzuki;Grand Vitara;117033.0;2013.0;J;140.0;full;mechanics;no;2.0;183.0;175.0;12.5;8.4
Suzuki;Grand Vitara;48673.0;2014.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;64000.0;2013.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;63431.0;2012.0;J;140.0;full;mechanics;no;2.0;183.0;175.0;12.5;8.4
Suzuki;Grand Vitara;137851.0;2013.0;J;169.0;full;automatic;no;2.4;227.0;175.0;12.0;9.7
Suzuki;Grand Vitara;100000.0;2014.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;106740.0;2013.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;69000.0;2014.0;J;169.0;full;automatic;no;2.4;227.0;175.0;12.0;9.7
Suzuki;Grand Vitara;84000.0;2014.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;165000.0;2012.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
Suzuki;Grand Vitara;143293.0;2012.0;J;140.0;full;automatic;no;2.0;183.0;170.0;13.6;8.9
BMW;7 series;111000.0;2013.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;80000.0;2015.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;94281.0;2013.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;125000.0;2013.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;316000.0;2012.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;144822.0;2014.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;144735.0;2012.0;F;258.0;rear;automatic;no;3.0;310.0;250.0;7.5;8.7
BMW;7 series;183475.0;2012.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;147200.0;2012.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;155200.0;2013.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;185000.0;2012.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;23000.0;2013.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
BMW;7 series;210100.0;2013.0;F;258.0;rear;automatic;turbocharging;3.0;560.0;250.0;6.2;5.6
BMW;7 series;155000.0;2014.0;F;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.6;9.4
BMW;7 series;80000.0;2015.0;F;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.6;8.3
Citroen;C4;115000.0;2007.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;121213.0;2005.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Citroen;C4;97305.0;2007.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Citroen;C4;172528.0;2006.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;207000.0;2007.0;C;140.0;front;automatic;no;2.0;200.0;206.0;11.3;0.0
Citroen;C4;207803.0;2007.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;188888.0;2006.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Citroen;C4;241100.0;2006.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Citroen;C4;101545.0;2007.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;180000.0;2005.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Citroen;C4;195000.0;2006.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;555555.0;2006.0;C;109.0;front;automatic;no;1.6;147.0;188.0;13.1;7.6
Citroen;C4;260000.0;2006.0;C;109.0;front;mechanics;no;1.6;147.0;194.0;10.6;0.0
Nissan;Teana;233000.0;2007.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;163000.0;2006.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;175000.0;2006.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;166245.0;2007.0;D;136.0;front;automatic;no;2.0;187.0;180.0;12.5;10.0
Nissan;Teana;199000.0;2006.0;D;245.0;front;variator;no;3.5;330.0;210.0;7.9;10.8
Nissan;Teana;199000.0;2006.0;D;245.0;front;variator;no;3.5;330.0;210.0;7.9;10.8
Nissan;Teana;254000.0;2007.0;D;245.0;front;variator;no;3.5;330.0;210.0;7.9;10.8
Nissan;Teana;150000.0;2007.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;184552.0;2007.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;168000.0;2007.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;210000.0;2007.0;D;245.0;front;variator;no;3.5;330.0;210.0;7.9;10.8
Nissan;Teana;199177.0;2007.0;D;245.0;front;variator;no;3.5;330.0;210.0;7.9;10.8
Nissan;Teana;219245.0;2006.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Nissan;Teana;300000.0;2007.0;D;173.0;front;automatic;no;2.4;220.0;196.0;10.7;10.3
Isuzu;Trooper;248162.0;2001.0;J;215.0;full;automatic;no;3.5;312.0;180.0;9.6;0.0
Isuzu;Trooper;200000.0;2001.0;J;215.0;full;automatic;no;3.5;312.0;180.0;9.6;0.0
Isuzu;Trooper;400000.0;1999.0;J;215.0;full;automatic;no;3.5;312.0;180.0;9.6;0.0
Isuzu;Trooper;227686.0;1993.0;J;177.0;full;automatic;no;3.2;265.0;197.15641361256542;10.423527447894207;0.0
Isuzu;Trooper;215000.0;1998.0;J;215.0;full;mechanics;no;3.5;312.0;180.0;11.8;0.0
Isuzu;Trooper;314000.0;1994.0;J;177.0;full;mechanics;no;3.2;265.0;197.15641361256542;10.423527447894207;0.0
Isuzu;Trooper;380000.0;1999.0;J;215.0;full;automatic;no;3.5;312.0;180.0;9.6;0.0
Subaru;Outback;194000.0;2013.0;D;249.0;full;automatic;no;3.6;350.0;230.0;7.5;10.0
Subaru;Outback;110378.0;2014.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;161708.0;2012.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;154270.0;2012.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;97000.0;2014.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;185000.0;2014.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;120000.0;2014.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;318000.0;2012.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Subaru;Outback;107697.0;2012.0;D;167.0;full;variator;no;2.5;229.0;198.0;10.4;8.4
Land Rover;Range Rover;260000.0;2004.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;145000.0;2004.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;158825.0;2005.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;336000.0;2003.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;150000.0;2002.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;180000.0;2004.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;130000.0;2005.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;240000.0;2003.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;260000.0;2005.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;380000.0;2004.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;248000.0;2005.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;220000.0;2003.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
Land Rover;Range Rover;332970.0;2003.0;J;286.0;full;automatic;no;4.4;440.0;208.0;9.2;0.0
BMW;M5;78000.0;2011.0;E;560.0;rear;robot;turbocharging;4.4;680.0;250.0;4.4;9.9
BMW;M5;68000.0;2012.0;E;560.0;rear;robot;turbocharging;4.4;680.0;250.0;4.4;9.9
BMW;M5;31500.0;2012.0;E;560.0;rear;robot;turbocharging;4.4;680.0;250.0;4.4;9.9
BMW;M5;57000.0;2013.0;E;560.0;rear;robot;turbocharging;4.4;680.0;250.0;4.4;9.9
Toyota;Corolla;51500.0;2017.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;34000.0;2018.0;C;99.0;front;mechanics;no;1.3;128.0;180.0;12.6;5.6
Toyota;Corolla;157000.0;2016.0;C;140.0;front;variator;no;1.8;173.0;195.0;10.2;6.4
Toyota;Corolla;47932.0;2018.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;151419.0;2018.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;71256.0;2017.0;C;140.0;front;variator;no;1.8;173.0;195.0;10.2;6.4
Toyota;Corolla;63953.0;2018.0;C;140.0;front;variator;no;1.8;173.0;195.0;10.2;6.4
Toyota;Corolla;156042.0;2018.0;C;140.0;front;variator;no;1.8;173.0;195.0;10.2;6.4
Toyota;Corolla;58000.0;2018.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;51000.0;2016.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;66000.0;2017.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;58120.0;2018.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;3767.0;2017.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;6580.0;2019.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
Toyota;Corolla;24879.0;2017.0;C;122.0;front;variator;no;1.6;154.0;185.0;11.1;6.3
BMW;1 series;135000.0;2011.0;C;136.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.6
BMW;1 series;120846.0;2008.0;C;136.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.6
BMW;1 series;190073.0;2009.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;125631.0;2010.0;C;136.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.6
BMW;1 series;109358.0;2008.0;C;143.0;rear;automatic;turbocharging;2.0;350.0;210.0;9.1;5.4
BMW;1 series;121237.0;2011.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;229437.0;2008.0;C;136.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.6
BMW;1 series;90000.0;2008.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;87000.0;2009.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;45000.0;2008.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;80430.0;2010.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;156000.0;2010.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;260000.0;2009.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;195000.0;2009.0;C;143.0;rear;mechanics;no;2.0;190.0;210.0;8.8;5.9
BMW;1 series;130000.0;2009.0;C;115.0;rear;automatic;no;1.6;150.0;197.0;12.3;7.7
BMW;1 series;85254.0;2006.0;C;129.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.3
BMW;1 series;237800.0;2005.0;C;129.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.3
BMW;1 series;210000.0;2006.0;C;150.0;rear;automatic;no;2.0;200.0;214.0;9.2;6.5
BMW;1 series;192000.0;2006.0;C;115.0;rear;mechanics;no;1.6;150.0;201.0;10.8;7.5
BMW;1 series;120000.0;2006.0;C;265.0;rear;automatic;no;3.0;315.0;250.0;6.1;9.4
BMW;1 series;131000.0;2005.0;C;150.0;rear;automatic;no;2.0;200.0;214.0;9.2;6.5
BMW;1 series;120000.0;2005.0;C;115.0;rear;mechanics;no;1.6;150.0;201.0;10.8;7.5
BMW;1 series;211873.0;2005.0;C;115.0;rear;mechanics;no;1.6;150.0;201.0;10.8;7.5
BMW;1 series;148000.0;2006.0;C;129.0;rear;automatic;no;2.0;180.0;204.0;10.1;7.3
BMW;1 series;223000.0;2005.0;C;115.0;rear;mechanics;no;1.6;150.0;201.0;10.8;7.5
BMW;1 series;230000.0;2005.0;C;115.0;rear;mechanics;no;1.6;150.0;201.0;10.8;7.5
Land Rover;Range Rover Sport;204120.0;2007.0;J;390.0;full;automatic;compressor;4.2;550.0;225.0;7.6;15.9
Land Rover;Range Rover Sport;107700.0;2008.0;J;390.0;full;automatic;compressor;4.2;550.0;225.0;7.6;15.9
Land Rover;Range Rover Sport;126000.0;2008.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;212000.0;2006.0;J;299.0;full;automatic;no;4.4;425.0;209.0;8.9;14.9
Land Rover;Range Rover Sport;267819.0;2007.0;J;299.0;full;automatic;no;4.4;425.0;209.0;8.9;14.9
Land Rover;Range Rover Sport;112000.0;2008.0;J;390.0;full;automatic;compressor;4.2;550.0;225.0;7.6;15.9
Land Rover;Range Rover Sport;261480.0;2007.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;229975.0;2007.0;J;299.0;full;automatic;no;4.4;425.0;209.0;8.9;14.9
Land Rover;Range Rover Sport;160000.0;2006.0;J;299.0;full;automatic;no;4.4;425.0;209.0;8.9;14.9
Land Rover;Range Rover Sport;164000.0;2008.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;250000.0;2009.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;157000.0;2008.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;164579.0;2008.0;J;272.0;full;automatic;turbocharging;3.6;640.0;209.0;9.2;11.1
Land Rover;Range Rover Sport;205000.0;2006.0;J;390.0;full;automatic;compressor;4.2;550.0;225.0;7.6;15.9
Chevrolet;Aveo;103562.0;2007.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;150000.0;2006.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;25764.0;2007.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;181379.0;2006.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;127000.0;2006.0;B;94.0;front;automatic;no;1.4;130.0;170.0;11.9;0.0
Chevrolet;Aveo;175500.0;2007.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;170000.0;2006.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;180296.0;2005.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;151000.0;2005.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;220000.0;2004.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;116500.0;2005.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;339000.0;2006.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;130000.0;2005.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chevrolet;Aveo;163600.0;2007.0;B;94.0;front;mechanics;no;1.4;130.0;176.0;11.1;0.0
Chevrolet;Aveo;93000.0;2007.0;B;72.0;front;mechanics;no;1.2;104.0;157.0;13.7;6.6
Chrysler;300C;56000.0;2017.0;E;296.0;full;automatic;no;3.6;353.0;238.0;7.5;11.2
Chrysler;300C;0.0;2020.0;E;304.0;full;automatic;no;3.6;358.0;197.15641361256542;10.423527447894207;0.0
Great Wall;Hover M2;109000.0;2013.0;J;98.0;front;mechanics;no;1.5;138.0;158.0;14.7;0.0
Great Wall;Hover M2;79000.0;2013.0;J;98.0;front;mechanics;no;1.5;138.0;158.0;14.7;0.0
Audi;A3;122467.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;138882.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;113000.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;112321.0;2014.0;C;105.0;front;robot;turbocharging;1.2;175.0;193.0;10.5;5.0
Audi;A3;137412.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;97000.0;2015.0;C;110.0;front;robot;turbocharging;1.2;175.0;198.0;9.9;4.8
Audi;A3;83504.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;90628.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;41594.0;2013.0;C;122.0;front;robot;turbocharging;1.4;200.0;203.0;9.3;5.0
Audi;A3;143600.0;2013.0;C;180.0;front;robot;turbocharging;1.8;250.0;232.0;7.3;5.6
Audi;A3;182000.0;2014.0;C;105.0;front;robot;turbocharging;1.2;175.0;193.0;10.5;5.0
