mark,Box,Drive_unit,Country,Color,Mileage,Year,Car_type,Model,Maximum_power,Maximum_speed,Consumption,Price
Ford,automatic,front,USA,silver,242000.0,2012.0,Minivan,S-MAX,140.0,193.0,7.2,850000.0
Ford,automatic,front,USA,gray,300000.0,2011.0,Minivan,S-MAX,161.0,194.0,9.7,750000.0
Ford,robot,front,USA,white,219600.0,2011.0,Minivan,S-MAX,200.0,221.0,8.1,1000000.0
Ford,automatic,front,USA,white,230000.0,2010.0,Minivan,S-MAX,161.0,194.0,9.7,830000.0
Ford,automatic,front,USA,white,140000.0,2011.0,Minivan,S-MAX,161.0,194.0,9.7,780000.0
Ford,automatic,front,USA,blue,82000.0,2013.0,Minivan,S-MAX,161.0,194.0,9.7,870000.0
Mitsubishi,automatic,full,Japan,gray,241400.0,2001.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,380000.0
Mitsubishi,automatic,full,Japan,gray,201000.0,2002.0,SUV,Montero Sport,199.0,197.15641361256544,0.0,380000.0
Mitsubishi,automatic,full,Japan,blue,192563.0,2002.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,365000.0
Mitsubishi,automatic,full,Japan,silver,93000.0,2002.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,550000.0
Mitsubishi,automatic,full,Japan,black,202000.0,2002.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,320000.0
Mitsubishi,automatic,full,Japan,magenta,350000.0,2000.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,265000.0
Mitsubishi,automatic,full,Japan,silver,174000.0,2003.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,425000.0
Mitsubishi,automatic,full,Japan,silver,204000.0,2001.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,320000.0
Mitsubishi,automatic,full,Japan,gray,220000.0,2000.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,285000.0
Mitsubishi,automatic,full,Japan,silver,416000.0,2001.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,310000.0
Mitsubishi,automatic,full,Japan,black,230080.0,2003.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,400000.0
Mitsubishi,automatic,full,Japan,gray,302200.0,2001.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,420000.0
Mitsubishi,automatic,full,Japan,gray,248000.0,2000.0,SUV,Montero Sport,177.0,197.15641361256544,0.0,250000.0
Mitsubishi,automatic,full,Japan,silver,287500.0,2003.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,390000.0
Mitsubishi,automatic,full,Japan,silver,256000.0,2001.0,SUV,Montero Sport,170.0,197.15641361256544,0.0,175000.0
Volkswagen,automatic,front,German,green,300000.0,2005.0,Minivan,Sharan,115.0,178.0,7.2,530000.0
Volkswagen,automatic,front,German,black,140000.0,2007.0,Minivan,Sharan,150.0,195.0,0.0,619000.0
Volkswagen,mechanics,front,German,black,162800.0,2008.0,Minivan,Sharan,140.0,192.0,6.6,625000.0
Volkswagen,automatic,front,German,blue,290000.0,2005.0,Minivan,Sharan,115.0,178.0,7.2,450000.0
Volkswagen,mechanics,front,German,gray,380000.0,2006.0,Minivan,Sharan,115.0,181.0,6.3,610000.0
Volkswagen,mechanics,front,German,gray,295824.0,2005.0,Minivan,Sharan,150.0,199.0,0.0,353000.0
Volkswagen,automatic,front,German,blue,342000.0,2004.0,Minivan,Sharan,204.0,212.0,11.9,360000.0
Volkswagen,automatic,front,German,green,192565.0,2004.0,Minivan,Sharan,204.0,212.0,11.9,399000.0
Volkswagen,automatic,front,German,silver,322000.0,2003.0,Minivan,Sharan,115.0,178.0,7.2,300000.0
Volkswagen,automatic,front,German,gray,209000.0,2005.0,Minivan,Sharan,115.0,178.0,7.2,520000.0
Volkswagen,mechanics,front,German,silver,226000.0,2005.0,Minivan,Sharan,115.0,181.0,6.3,400000.0
Volkswagen,automatic,front,German,gray,205000.0,2003.0,Minivan,Sharan,150.0,195.0,0.0,300000.0
Volkswagen,mechanics,front,German,blue,352000.0,2008.0,Minivan,Sharan,115.0,181.0,6.3,600000.0
Volkswagen,automatic,front,German,beige,263500.0,2006.0,Minivan,Sharan,204.0,212.0,11.9,630000.0
Nissan,mechanics,front,Japan,black,249000.0,2010.0,Sedan,Tiida,110.0,185.0,0.0,339000.0
Nissan,mechanics,front,Japan,black,60982.0,2008.0,Sedan,Tiida,110.0,185.0,0.0,420000.0
Nissan,automatic,front,Japan,silver,168562.0,2008.0,Sedan,Tiida,110.0,170.0,7.4,450000.0
Nissan,automatic,front,Japan,silver,133000.0,2008.0,Sedan,Tiida,110.0,170.0,7.4,360000.0
Nissan,automatic,front,Japan,gray,145600.0,2008.0,Sedan,Tiida,110.0,170.0,7.4,370000.0
Nissan,mechanics,front,Japan,silver,168000.0,2007.0,Sedan,Tiida,110.0,185.0,0.0,350000.0
Nissan,automatic,front,Japan,gold,74000.0,2008.0,Sedan,Tiida,110.0,170.0,7.4,399000.0
Nissan,mechanics,front,Japan,silver,22000.0,2007.0,Sedan,Tiida,110.0,185.0,0.0,450000.0
Nissan,mechanics,front,Japan,brown,136000.0,2008.0,Sedan,Tiida,110.0,185.0,0.0,370000.0
Nissan,automatic,front,Japan,beige,118500.0,2008.0,Sedan,Tiida,110.0,170.0,7.4,400000.0
Nissan,mechanics,front,Japan,black,245000.0,2007.0,Sedan,Tiida,110.0,185.0,0.0,280000.0
Nissan,mechanics,front,Japan,silver,330000.0,2007.0,Sedan,Tiida,110.0,185.0,0.0,282000.0
BMW,automatic,rear,German,black,153000.0,2010.0,Hatchback,1 series,115.0,197.0,7.7,519000.0
BMW,automatic,rear,German,black,115043.0,2008.0,Hatchback,1 series,156.0,213.0,7.6,587000.0
BMW,automatic,rear,German,white,126180.0,2011.0,Hatchback,1 series,115.0,197.0,7.7,534000.0
BMW,automatic,rear,German,white,146999.0,2011.0,Hatchback,1 series,115.0,197.0,7.7,489000.0
BMW,automatic,rear,German,red,113000.0,2007.0,Hatchback,1 series,156.0,213.0,7.6,600000.0
BMW,automatic,rear,German,white,180000.0,2008.0,Hatchback,1 series,156.0,213.0,7.6,560000.0
BMW,automatic,rear,German,white,112000.0,2011.0,Hatchback,1 series,136.0,204.0,7.6,600000.0
BMW,automatic,rear,German,black,150000.0,2008.0,Hatchback,1 series,265.0,250.0,9.2,710000.0
BMW,automatic,rear,German,white,270000.0,2010.0,Hatchback,1 series,115.0,197.0,7.7,390000.0
BMW,automatic,rear,German,white,198000.0,2010.0,Hatchback,1 series,115.0,197.0,7.7,420000.0
BMW,automatic,rear,German,white,103000.0,2011.0,Hatchback,1 series,115.0,197.0,7.7,550000.0
BMW,automatic,rear,German,black,128711.0,2007.0,Hatchback,1 series,136.0,204.0,7.6,550000.0
BMW,mechanics,rear,German,white,150000.0,2008.0,Hatchback,1 series,122.0,204.0,5.8,550000.0
BMW,automatic,rear,German,black,158000.0,2011.0,Hatchback,1 series,115.0,197.0,7.7,500000.0
BMW,automatic,rear,German,gray,182000.0,2008.0,Hatchback,1 series,156.0,213.0,7.6,530000.0
Opel,automatic,front,German,white,137000.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,699000.0
Opel,automatic,full,German,white,99464.0,2014.0,Sedan,Insignia,249.0,245.0,8.3,1170000.0
Opel,automatic,front,German,green,76154.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,938000.0
Opel,automatic,front,German,green,123402.0,2013.0,Sedan,Insignia,170.0,210.0,6.6,999000.0
Opel,automatic,full,German,brown,92800.0,2014.0,Sedan,Insignia,249.0,245.0,8.3,1030000.0
Opel,automatic,front,German,white,88054.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,879000.0
Opel,automatic,front,German,black,79000.0,2013.0,Sedan,Insignia,163.0,210.0,5.3,1199999.0
Opel,automatic,front,German,red,64000.0,2013.0,Sedan,Insignia,170.0,210.0,6.6,930000.0
Opel,automatic,front,German,black,74300.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,950000.0
Opel,automatic,front,German,white,108000.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,705800.0
Opel,automatic,front,German,white,118107.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,999999.0
Opel,automatic,front,German,brown,113000.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,900000.0
Opel,automatic,front,German,silver,107000.0,2014.0,Sedan,Insignia,170.0,210.0,6.6,850000.0
Nissan,mechanics,front,Japan,silver,287000.0,2002.0,Sedan,Almera,98.0,177.0,6.6,200000.0
Nissan,mechanics,front,Japan,black,250000.0,2004.0,Sedan,Almera,98.0,177.0,6.6,237000.0
Nissan,mechanics,front,Japan,black,167778.0,2004.0,Sedan,Almera,116.0,186.0,7.5,140000.0
Nissan,automatic,front,Japan,black,173806.0,2006.0,Sedan,Almera,116.0,180.0,0.0,179000.0
Nissan,mechanics,front,Japan,silver,159680.0,2005.0,Sedan,Almera,98.0,177.0,6.6,229000.0
Nissan,mechanics,front,Japan,red,305000.0,2005.0,Sedan,Almera,98.0,177.0,6.6,205000.0
Nissan,mechanics,front,Japan,blue,21400.0,2005.0,Sedan,Almera,98.0,177.0,6.6,430000.0
Nissan,mechanics,front,Japan,silver,200000.0,2004.0,Sedan,Almera,116.0,186.0,7.5,190000.0
Nissan,mechanics,front,Japan,light Blue,169000.0,2005.0,Sedan,Almera,98.0,177.0,6.6,190000.0
Nissan,mechanics,front,Japan,silver,271000.0,2003.0,Sedan,Almera,98.0,177.0,6.6,185000.0
Nissan,mechanics,front,Japan,green,153026.0,2005.0,Sedan,Almera,98.0,177.0,6.6,215000.0
Nissan,mechanics,front,Japan,gray,259365.0,2004.0,Sedan,Almera,98.0,177.0,6.6,160000.0
Nissan,mechanics,front,Japan,black,297000.0,2005.0,Sedan,Almera,116.0,186.0,7.5,195000.0
Nissan,mechanics,front,Japan,gray,230000.0,2005.0,Sedan,Almera,98.0,177.0,6.6,215000.0
Toyota,mechanics,front,Japan,blue,400000.0,1997.0,Liftback,Corolla,72.0,165.0,0.0,184900.0
Toyota,automatic,front,Japan,black,486000.0,1998.0,Liftback,Corolla,110.0,175.0,8.7,220000.0
Toyota,automatic,front,Japan,blue,367166.0,1997.0,Liftback,Corolla,110.0,175.0,8.7,170000.0
Toyota,mechanics,front,Japan,green,408000.0,1999.0,Liftback,Corolla,85.0,175.0,0.0,180000.0
Toyota,mechanics,front,Japan,blue,380000.0,1998.0,Liftback,Corolla,85.0,175.0,0.0,160000.0
MINI,automatic,front,UK,green,75321.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1314000.0
MINI,automatic,front,UK,black,70469.0,2016.0,Hatchback,Hatch,192.0,235.0,5.4,1280000.0
MINI,automatic,front,UK,red,61026.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1269000.0
MINI,automatic,front,UK,black,98359.0,2015.0,Hatchback,Hatch,192.0,235.0,5.4,1198000.0
MINI,automatic,front,UK,yellow,89249.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1409000.0
MINI,automatic,front,UK,green,54000.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1249000.0
MINI,automatic,front,UK,white,108000.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1250000.0
MINI,automatic,front,UK,blue,48136.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1248000.0
MINI,automatic,front,UK,gray,35000.0,2015.0,Hatchback,Hatch,192.0,235.0,5.4,1600000.0
MINI,automatic,front,UK,black,60000.0,2016.0,Hatchback,Hatch,192.0,235.0,5.4,1450000.0
MINI,automatic,front,UK,green,136000.0,2014.0,Hatchback,Hatch,192.0,235.0,5.4,1585000.0
MINI,automatic,front,UK,green,103000.0,2015.0,Hatchback,Hatch,192.0,235.0,5.4,1450000.0
Audi,robot,front,German,white,82050.0,2012.0,Hatchback,A3,180.0,235.0,5.6,799000.0
Audi,robot,full,German,red,61000.0,2012.0,Hatchback,A3,180.0,228.0,6.6,1400000.0
Audi,robot,front,German,white,126200.0,2012.0,Hatchback,A3,180.0,235.0,5.6,800000.0
MINI,automatic,front,UK,white,71000.0,2016.0,Station Wagon,Clubman,192.0,228.0,5.9,1700000.0
MINI,automatic,front,UK,red,113114.0,2016.0,Station Wagon,Clubman,192.0,228.0,5.9,1647000.0
MINI,automatic,front,UK,yellow,151650.0,2016.0,Station Wagon,Clubman,192.0,228.0,5.9,1580000.0
MINI,automatic,full,UK,green,3672.0,2019.0,Station Wagon,Clubman,192.0,225.0,6.4,3449000.0
MINI,automatic,front,UK,red,74165.0,2016.0,Station Wagon,Clubman,192.0,228.0,5.9,1689000.0
BMW,automatic,full,German,silver,310000.0,2001.0,SUV,X5,231.0,210.0,0.0,450000.0
BMW,automatic,full,German,green,315000.0,2003.0,SUV,X5,231.0,210.0,0.0,420000.0
BMW,automatic,full,German,black,401000.0,2001.0,SUV,X5,231.0,210.0,0.0,390000.0
BMW,automatic,full,German,silver,370000.0,2003.0,SUV,X5,184.0,200.0,9.7,560000.0
BMW,automatic,full,German,silver,99000.0,2000.0,SUV,X5,286.0,210.0,0.0,580000.0
BMW,automatic,full,German,black,170000.0,2001.0,SUV,X5,286.0,210.0,0.0,429000.0
BMW,automatic,full,German,black,420000.0,2001.0,SUV,X5,286.0,210.0,0.0,330000.0
BMW,automatic,full,German,black,350000.0,2000.0,SUV,X5,286.0,210.0,0.0,345000.0
BMW,automatic,full,German,black,400000.0,2001.0,SUV,X5,286.0,210.0,0.0,750000.0
BMW,automatic,full,German,silver,200000.0,2002.0,SUV,X5,184.0,200.0,9.7,599000.0
BMW,automatic,full,German,black,192000.0,2002.0,SUV,X5,231.0,210.0,0.0,651000.0
BMW,automatic,full,German,gray,190000.0,2002.0,SUV,X5,347.0,240.0,0.0,452000.0
BMW,automatic,full,German,white,360000.0,2002.0,SUV,X5,231.0,210.0,0.0,490000.0
BMW,automatic,full,German,silver,420000.0,2001.0,SUV,X5,231.0,210.0,0.0,400000.0
BMW,automatic,full,German,black,250000.0,2002.0,SUV,X5,231.0,210.0,0.0,600000.0
Chevrolet,automatic,front,USA,white,63000.0,2016.0,Sedan,Malibu,160.0,215.0,7.6,1230000.0
Chevrolet,automatic,front,USA,white,46500.0,2016.0,Sedan,Malibu,160.0,215.0,7.6,1230000.0
Chevrolet,automatic,front,USA,blue,62530.0,2016.0,Sedan,Malibu,160.0,215.0,7.6,1195000.0
Mercedes-Benz,robot,full,German,black,136000.0,2014.0,SUV,GLA,211.0,230.0,6.6,1350000.0
Mercedes-Benz,robot,full,German,purple,76500.0,2014.0,SUV,GLA,211.0,230.0,6.6,1490000.0
Mercedes-Benz,robot,front,German,light Blue,79000.0,2015.0,SUV,GLA,156.0,215.0,5.9,1559000.0
Mercedes-Benz,robot,full,German,brown,125000.0,2015.0,SUV,GLA,211.0,230.0,6.6,1480000.0
Mercedes-Benz,robot,full,German,white,85000.0,2016.0,SUV,GLA,211.0,230.0,6.6,1660000.0
Mercedes-Benz,robot,full,German,silver,42667.0,2017.0,SUV,GLA,211.0,230.0,6.6,2145000.0
Mercedes-Benz,robot,front,German,red,27248.0,2014.0,SUV,GLA,156.0,215.0,5.9,1698000.0
Mercedes-Benz,robot,full,German,brown,46346.0,2014.0,SUV,GLA,211.0,230.0,6.6,1647000.0
Mercedes-Benz,robot,full,German,black,62000.0,2015.0,SUV,GLA,211.0,230.0,6.6,1690000.0
Mercedes-Benz,robot,front,German,black,58696.0,2014.0,SUV,GLA,136.0,200.0,5.1,1569000.0
Mercedes-Benz,robot,front,German,brown,28630.0,2016.0,SUV,GLA,150.0,215.0,5.9,1798000.0
Mercedes-Benz,robot,front,German,light Blue,70930.0,2015.0,SUV,GLA,150.0,215.0,5.9,1476000.0
Mercedes-Benz,robot,front,German,white,88598.0,2014.0,SUV,GLA,156.0,215.0,5.9,1531000.0
Mercedes-Benz,robot,full,German,purple,55659.0,2016.0,SUV,GLA,211.0,230.0,6.6,1899000.0
Mercedes-Benz,robot,front,German,black,94082.0,2015.0,SUV,GLA,156.0,215.0,5.9,1464000.0
Suzuki,automatic,full,Japan,silver,202000.0,2004.0,SUV,Grand Vitara,94.0,150.0,8.0,439000.0
Suzuki,automatic,full,Japan,silver,280000.0,2005.0,SUV,Grand Vitara,94.0,150.0,8.0,470000.0
Volkswagen,robot,front,German,white,118570.0,2013.0,Hatchback,Scirocco,160.0,218.0,6.3,928000.0
Volkswagen,robot,front,German,white,112803.0,2011.0,Hatchback,Scirocco,211.0,238.0,7.5,855000.0
Volkswagen,robot,front,German,white,208202.0,2012.0,Hatchback,Scirocco,160.0,218.0,6.3,619000.0
Volkswagen,mechanics,front,German,white,180000.0,2009.0,Hatchback,Scirocco,160.0,218.0,6.6,750000.0
Volkswagen,robot,front,German,black,117000.0,2012.0,Hatchback,Scirocco,211.0,238.0,7.5,870000.0
Volkswagen,robot,front,German,green,153565.0,2011.0,Hatchback,Scirocco,160.0,218.0,6.3,660000.0
Volkswagen,robot,front,German,white,98000.0,2013.0,Hatchback,Scirocco,211.0,238.0,7.5,950000.0
Volkswagen,mechanics,front,German,white,176000.0,2008.0,Hatchback,Scirocco,160.0,218.0,6.6,550000.0
Volkswagen,robot,front,German,white,180000.0,2009.0,Hatchback,Scirocco,160.0,218.0,6.3,585000.0
Volkswagen,robot,front,German,green,168000.0,2011.0,Hatchback,Scirocco,160.0,218.0,6.3,1099000.0
Volkswagen,robot,front,German,red,135000.0,2012.0,Hatchback,Scirocco,160.0,218.0,6.3,650000.0
Volkswagen,robot,front,German,white,160000.0,2012.0,Hatchback,Scirocco,160.0,218.0,6.3,650000.0
Volkswagen,robot,front,German,white,122000.0,2013.0,Hatchback,Scirocco,160.0,218.0,6.3,850000.0
Volkswagen,robot,front,German,white,118000.0,2010.0,Hatchback,Scirocco,160.0,218.0,6.3,690000.0
Volvo,mechanics,front,Sweden,red,267516.0,2008.0,Sedan,S40,125.0,200.0,7.2,445000.0
Volvo,automatic,front,Sweden,gray,249371.0,2008.0,Sedan,S40,140.0,200.0,9.1,530000.0
Volvo,robot,front,Sweden,blue,97500.0,2010.0,Sedan,S40,145.0,205.0,8.1,500000.0
Volvo,mechanics,front,Sweden,red,127411.0,2008.0,Sedan,S40,100.0,185.0,7.1,459000.0
Volvo,mechanics,front,Sweden,black,189000.0,2008.0,Sedan,S40,100.0,185.0,7.1,350000.0
Volvo,robot,front,Sweden,black,95000.0,2012.0,Sedan,S40,145.0,205.0,8.1,490000.0
Volvo,robot,front,Sweden,blue,75000.0,2012.0,Sedan,S40,145.0,205.0,8.1,466000.0
Volvo,automatic,front,Sweden,blue,217000.0,2008.0,Sedan,S40,140.0,200.0,9.1,480000.0
Volvo,automatic,front,Sweden,black,145762.0,2008.0,Sedan,S40,140.0,200.0,9.1,525000.0
Volvo,automatic,front,Sweden,blue,145000.0,2007.0,Sedan,S40,170.0,215.0,9.1,376000.0
Volvo,robot,front,Sweden,white,118000.0,2012.0,Sedan,S40,145.0,205.0,8.1,570000.0
Volvo,mechanics,front,Sweden,black,230000.0,2007.0,Sedan,S40,100.0,185.0,7.1,350000.0
Volvo,mechanics,front,Sweden,black,190000.0,2009.0,Sedan,S40,125.0,200.0,7.2,430000.0
Volvo,mechanics,front,Sweden,blue,190215.0,2008.0,Sedan,S40,125.0,200.0,7.2,315000.0
Volvo,automatic,front,Sweden,gold,200000.0,2007.0,Sedan,S40,140.0,200.0,9.1,330000.0
Suzuki,automatic,full,Japan,gray,150000.0,2013.0,SUV,Grand Vitara,140.0,170.0,8.9,889000.0
Suzuki,mechanics,full,Japan,gray,93714.0,2012.0,SUV,Grand Vitara,140.0,175.0,8.4,839500.0
Suzuki,mechanics,full,Japan,blue,129789.0,2013.0,SUV,Grand Vitara,140.0,175.0,8.4,917000.0
Suzuki,automatic,full,Japan,red,127500.0,2012.0,SUV,Grand Vitara,169.0,175.0,9.7,807000.0
Suzuki,mechanics,full,Japan,gray,117033.0,2013.0,SUV,Grand Vitara,140.0,175.0,8.4,905000.0
Suzuki,automatic,full,Japan,black,48673.0,2014.0,SUV,Grand Vitara,140.0,170.0,8.9,1229000.0
Suzuki,automatic,full,Japan,gray,64000.0,2013.0,SUV,Grand Vitara,140.0,170.0,8.9,965000.0
Suzuki,mechanics,full,Japan,silver,63431.0,2012.0,SUV,Grand Vitara,140.0,175.0,8.4,728000.0
Suzuki,automatic,full,Japan,brown,137851.0,2013.0,SUV,Grand Vitara,169.0,175.0,9.7,929000.0
Suzuki,automatic,full,Japan,brown,100000.0,2014.0,SUV,Grand Vitara,140.0,170.0,8.9,1120000.0
Suzuki,automatic,full,Japan,gray,106740.0,2013.0,SUV,Grand Vitara,140.0,170.0,8.9,949000.0
Suzuki,automatic,full,Japan,brown,69000.0,2014.0,SUV,Grand Vitara,169.0,175.0,9.7,1150000.0
Suzuki,automatic,full,Japan,brown,84000.0,2014.0,SUV,Grand Vitara,140.0,170.0,8.9,1170000.0
Suzuki,automatic,full,Japan,red,165000.0,2012.0,SUV,Grand Vitara,140.0,170.0,8.9,777000.0
Suzuki,automatic,full,Japan,gray,143293.0,2012.0,SUV,Grand Vitara,140.0,170.0,8.9,775000.0
BMW,automatic,full,German,black,111000.0,2013.0,Sedan,7 series,450.0,250.0,9.4,1340000.0
BMW,automatic,full,German,black,80000.0,2015.0,Sedan,7 series,450.0,250.0,9.4,2100000.0
BMW,automatic,full,German,black,94281.0,2013.0,Sedan,7 series,320.0,250.0,8.3,1550000.0
BMW,automatic,full,German,white,125000.0,2013.0,Sedan,7 series,450.0,250.0,9.4,1220000.0
BMW,automatic,full,German,black,316000.0,2012.0,Sedan,7 series,450.0,250.0,9.4,1050000.0
BMW,automatic,full,German,black,144822.0,2014.0,Sedan,7 series,320.0,250.0,8.3,1512000.0
BMW,automatic,rear,German,black,144735.0,2012.0,Sedan,7 series,258.0,250.0,8.7,1275000.0
BMW,automatic,full,German,black,183475.0,2012.0,Sedan,7 series,320.0,250.0,8.3,1484000.0
BMW,automatic,full,German,black,147200.0,2012.0,Sedan,7 series,320.0,250.0,8.3,1495000.0
BMW,automatic,full,German,black,155200.0,2013.0,Sedan,7 series,450.0,250.0,9.4,1425000.0
BMW,automatic,full,German,blue,185000.0,2012.0,Sedan,7 series,320.0,250.0,8.3,1150000.0
BMW,automatic,full,German,white,23000.0,2013.0,Sedan,7 series,320.0,250.0,8.3,2500000.0
BMW,automatic,rear,German,black,210100.0,2013.0,Sedan,7 series,258.0,250.0,5.6,1500000.0
BMW,automatic,full,German,black,155000.0,2014.0,Sedan,7 series,450.0,250.0,9.4,1300000.0
BMW,automatic,full,German,black,80000.0,2015.0,Sedan,7 series,320.0,250.0,8.3,2000000.0
Citroen,automatic,front,France,gray,115000.0,2007.0,Hatchback,C4,109.0,188.0,7.6,316000.0
Citroen,mechanics,front,France,green,121213.0,2005.0,Hatchback,C4,109.0,194.0,0.0,259000.0
Citroen,mechanics,front,France,blue,97305.0,2007.0,Hatchback,C4,109.0,194.0,0.0,279000.0
Citroen,automatic,front,France,purple,172528.0,2006.0,Hatchback,C4,109.0,188.0,7.6,265000.0
Citroen,automatic,front,France,gray,207000.0,2007.0,Hatchback,C4,140.0,206.0,0.0,190000.0
Citroen,automatic,front,France,purple,207803.0,2007.0,Hatchback,C4,109.0,188.0,7.6,214000.0
Citroen,mechanics,front,France,light Blue,188888.0,2006.0,Hatchback,C4,109.0,194.0,0.0,190000.0
Citroen,mechanics,front,France,red,241100.0,2006.0,Hatchback,C4,109.0,194.0,0.0,240000.0
Citroen,automatic,front,France,blue,101545.0,2007.0,Hatchback,C4,109.0,188.0,7.6,244000.0
Citroen,mechanics,front,France,gray,180000.0,2005.0,Hatchback,C4,109.0,194.0,0.0,130000.0
Citroen,automatic,front,France,purple,195000.0,2006.0,Hatchback,C4,109.0,188.0,7.6,180000.0
Citroen,automatic,front,France,light Blue,555555.0,2006.0,Hatchback,C4,109.0,188.0,7.6,120000.0
Citroen,mechanics,front,France,blue,260000.0,2006.0,Hatchback,C4,109.0,194.0,0.0,180000.0
Nissan,automatic,front,Japan,silver,233000.0,2007.0,Sedan,Teana,173.0,196.0,10.3,419000.0
Nissan,automatic,front,Japan,silver,163000.0,2006.0,Sedan,Teana,173.0,196.0,10.3,390000.0
Nissan,automatic,front,Japan,gray,175000.0,2006.0,Sedan,Teana,173.0,196.0,10.3,375000.0
Nissan,automatic,front,Japan,silver,166245.0,2007.0,Sedan,Teana,136.0,180.0,10.0,355000.0
Nissan,variator,front,Japan,beige,199000.0,2006.0,Sedan,Teana,245.0,210.0,10.8,300000.0
Nissan,variator,front,Japan,blue,199000.0,2006.0,Sedan,Teana,245.0,210.0,10.8,360000.0
Nissan,variator,front,Japan,black,254000.0,2007.0,Sedan,Teana,245.0,210.0,10.8,450000.0
Nissan,automatic,front,Japan,silver,150000.0,2007.0,Sedan,Teana,173.0,196.0,10.3,450000.0
Nissan,automatic,front,Japan,gray,184552.0,2007.0,Sedan,Teana,173.0,196.0,10.3,400000.0
Nissan,automatic,front,Japan,silver,168000.0,2007.0,Sedan,Teana,173.0,196.0,10.3,520000.0
Nissan,variator,front,Japan,black,210000.0,2007.0,Sedan,Teana,245.0,210.0,10.8,370000.0
Nissan,variator,front,Japan,black,199177.0,2007.0,Sedan,Teana,245.0,210.0,10.8,450000.0
Nissan,automatic,front,Japan,black,219245.0,2006.0,Sedan,Teana,173.0,196.0,10.3,390000.0
Nissan,automatic,front,Japan,silver,300000.0,2007.0,Sedan,Teana,173.0,196.0,10.3,390000.0
Isuzu,automatic,full,Japan,black,248162.0,2001.0,SUV,Trooper,215.0,180.0,0.0,410000.0
Isuzu,automatic,full,Japan,black,200000.0,2001.0,SUV,Trooper,215.0,180.0,0.0,600000.0
Isuzu,automatic,full,Japan,gold,400000.0,1999.0,SUV,Trooper,215.0,180.0,0.0,250000.0
Isuzu,automatic,full,Japan,green,227686.0,1993.0,SUV,Trooper,177.0,197.15641361256544,0.0,180000.0
Isuzu,mechanics,full,Japan,green,215000.0,1998.0,SUV,Trooper,215.0,180.0,0.0,330000.0
Isuzu,mechanics,full,Japan,silver,314000.0,1994.0,SUV,Trooper,177.0,197.15641361256544,0.0,525000.0
Isuzu,automatic,full,Japan,white,380000.0,1999.0,SUV,Trooper,215.0,180.0,0.0,325000.0
Subaru,automatic,full,Japan,white,194000.0,2013.0,Station Wagon,Outback,249.0,230.0,10.0,1230000.0
Subaru,variator,full,Japan,black,110378.0,2014.0,Station Wagon,Outback,167.0,198.0,8.4,1400000.0
Subaru,variator,full,Japan,black,161708.0,2012.0,Station Wagon,Outback,167.0,198.0,8.4,1179950.0
Subaru,variator,full,Japan,silver,154270.0,2012.0,Station Wagon,Outback,167.0,198.0,8.4,1349000.0
Subaru,variator,full,Japan,blue,97000.0,2014.0,Station Wagon,Outback,167.0,198.0,8.4,1285000.0
Subaru,variator,full,Japan,magenta,185000.0,2014.0,Station Wagon,Outback,167.0,198.0,8.4,1300000.0
Subaru,variator,full,Japan,white,120000.0,2014.0,Station Wagon,Outback,167.0,198.0,8.4,1500000.0
Subaru,variator,full,Japan,gray,318000.0,2012.0,Station Wagon,Outback,167.0,198.0,8.4,1100000.0
Subaru,variator,full,Japan,beige,107697.0,2012.0,Station Wagon,Outback,167.0,198.0,8.4,1430000.0
Land Rover,automatic,full,UK,magenta,260000.0,2004.0,SUV,Range Rover,286.0,208.0,0.0,440000.0
Land Rover,automatic,full,UK,blue,145000.0,2004.0,SUV,Range Rover,286.0,208.0,0.0,750000.0
Land Rover,automatic,full,UK,blue,158825.0,2005.0,SUV,Range Rover,286.0,208.0,0.0,633333.0
Land Rover,automatic,full,UK,black,336000.0,2003.0,SUV,Range Rover,286.0,208.0,0.0,429000.0
Land Rover,automatic,full,UK,white,150000.0,2002.0,SUV,Range Rover,286.0,208.0,0.0,500000.0
