mark;Model;Mileage;Year;Car_class;Maximum_power;Drive_unit;Box;Boost_type;Volume;Torque;Maximum_speed;Speed_to_100;Consumption;Price
Jaguar;XJ;91493.0;2016.0;F;340.0;rear;automatic;turbocharging;3.0;450.0;250.0;5.9;9.1;2224454.0
Jaguar;XJ;4200.0;2018.0;F;340.0;full;automatic;turbocharging;3.0;450.0;250.0;6.4;10.5;4399000.0
BMW;1 series;79013.0;2017.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1207000.0
BMW;1 series;55958.0;2015.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1198000.0
BMW;1 series;140000.0;2016.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1099000.0
BMW;1 series;123000.0;2017.0;C;136.0;rear;automatic;turbocharging;1.6;220.0;210.0;8.7;5.6;1199000.0
BMW;1 series;73000.0;2015.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1070000.0
BMW;1 series;100371.0;2016.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1146000.0
BMW;1 series;106319.0;2017.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1175000.0
BMW;1 series;9600.0;2017.0;C;184.0;rear;automatic;turbocharging;2.0;290.0;225.0;7.1;5.5;1550000.0
BMW;1 series;46000.0;2017.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1530000.0
BMW;1 series;40700.0;2016.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1180000.0
BMW;1 series;106000.0;2016.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1180000.0
BMW;1 series;176000.0;2015.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;950000.0
BMW;1 series;54500.0;2015.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1350000.0
BMW;1 series;55000.0;2015.0;C;177.0;rear;automatic;turbocharging;1.6;250.0;222.0;7.2;5.6;1799000.0
BMW;1 series;109848.0;2015.0;C;136.0;rear;automatic;turbocharging;1.5;220.0;210.0;8.7;5.2;1299000.0
Toyota;Corolla;312289.0;2003.0;C;110.0;front;mechanics;no;1.6;150.0;190.0;10.2;7.0;237000.0
Toyota;Corolla;246000.0;2003.0;C;110.0;front;mechanics;no;1.6;150.0;190.0;10.2;7.0;325000.0
Toyota;Corolla;200000.0;2003.0;C;110.0;front;mechanics;no;1.6;150.0;190.0;10.2;7.0;600000.0
Toyota;Corolla;189000.0;2003.0;C;110.0;front;automatic;no;1.6;150.0;175.0;11.8;7.8;399000.0
BMW;6 series;146588.0;2013.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;1727000.0
BMW;6 series;129705.0;2013.0;E;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.3;8.1;1880000.0
BMW;6 series;72779.0;2014.0;E;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.3;8.1;2019000.0
BMW;6 series;70717.0;2013.0;E;313.0;full;automatic;turbocharging;3.0;630.0;250.0;5.3;5.8;2430000.0
BMW;6 series;54000.0;2012.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;4700000.0
BMW;6 series;62000.0;2012.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;1900000.0
BMW;6 series;110000.0;2012.0;E;313.0;rear;automatic;turbocharging;3.0;630.0;250.0;5.4;5.5;1800000.0
BMW;6 series;81000.0;2012.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;2400000.0
BMW;6 series;45000.0;2013.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;2600000.0
BMW;6 series;45000.0;2012.0;E;450.0;rear;automatic;turbocharging;4.4;650.0;250.0;4.6;8.6;2550000.0
BMW;6 series;100000.0;2012.0;E;313.0;full;automatic;turbocharging;3.0;630.0;250.0;5.3;5.8;2400000.0
BMW;6 series;93000.0;2013.0;E;450.0;full;automatic;turbocharging;4.4;650.0;250.0;4.8;9.2;2150000.0
BMW;6 series;100000.0;2013.0;E;320.0;rear;automatic;turbocharging;3.0;450.0;250.0;5.4;7.7;2250000.0
BMW;6 series;211000.0;2012.0;E;313.0;rear;automatic;turbocharging;3.0;630.0;250.0;5.4;5.5;1750000.0
BMW;6 series;55000.0;2013.0;E;320.0;full;automatic;turbocharging;3.0;450.0;250.0;5.3;8.1;2000000.0
Suzuki;Grand Vitara;112130.0;2008.0;J;169.0;full;automatic;no;2.4;225.0;170.0;11.5;9.4;630000.0
Suzuki;Grand Vitara;137200.0;2011.0;J;106.0;full;mechanics;no;1.6;145.0;160.0;14.4;8.2;580000.0
Suzuki;Grand Vitara;92400.0;2011.0;J;106.0;full;mechanics;no;1.6;145.0;160.0;14.4;8.2;650000.0
Suzuki;Grand Vitara;137000.0;2008.0;J;106.0;full;mechanics;no;1.6;145.0;160.0;14.4;8.2;533000.0
Suzuki;Grand Vitara;111262.0;2008.0;J;169.0;full;automatic;no;2.4;225.0;170.0;11.5;9.4;799000.0
Ford;Ranger;200000.0;2007.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;750000.0
Ford;Ranger;357570.0;2008.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;545000.0
Ford;Ranger;64000.0;2008.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;600000.0
Ford;Ranger;202000.0;2007.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;690000.0
Ford;Ranger;234730.0;2008.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;540000.0
Ford;Ranger;144871.0;2007.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;599900.0
Ford;Ranger;320000.0;2007.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;380000.0
Ford;Ranger;310000.0;2008.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;480000.0
Ford;Ranger;226000.0;2008.0;J;143.0;full;mechanics;turbocharging;2.5;330.0;147.0;12.5;8.9;618000.0
MINI;Hatch;190000.0;2006.0;B;170.0;front;mechanics;turbocharging;1.6;220.0;222.0;7.2;0.0;499999.0
MINI;Hatch;105000.0;2005.0;B;170.0;front;automatic;turbocharging;1.6;220.0;220.0;7.7;0.0;469000.0
MINI;Hatch;137000.0;2005.0;B;170.0;front;mechanics;turbocharging;1.6;220.0;222.0;7.2;0.0;380000.0
Kia;Cerato;153000.0;2006.0;C;102.0;front;mechanics;turbocharging;1.5;235.0;175.0;12.5;0.0;259000.0
Kia;Cerato;248320.0;2006.0;C;102.0;front;mechanics;turbocharging;1.5;235.0;175.0;12.5;0.0;289000.0
Kia;Cerato;183300.0;2006.0;C;105.0;front;mechanics;no;1.6;143.0;186.0;11.0;6.8;260000.0
Kia;Cerato;385000.0;2004.0;C;105.0;front;mechanics;no;1.6;143.0;186.0;11.0;6.8;149000.0
Kia;Cerato;211000.0;2005.0;C;105.0;front;mechanics;no;1.6;143.0;186.0;11.0;6.8;240000.0
Kia;Cerato;297300.0;2005.0;C;105.0;front;mechanics;no;1.6;143.0;186.0;11.0;6.8;250000.0
Chevrolet;Corvette;1608.0;2016.0;S;466.0;rear;automatic;no;6.2;630.0;306.0;4.2;12.4;6043600.0
Chevrolet;Corvette;21000.0;2016.0;S;466.0;rear;automatic;no;6.2;630.0;306.0;4.2;12.4;4150000.0
Mercedes-Benz;S-Class;148000.0;2007.0;F;272.0;rear;automatic;no;3.5;350.0;250.0;7.2;10.1;899000.0
Mercedes-Benz;S-Class;64000.0;2008.0;F;517.0;rear;automatic;turbocharging;5.5;830.0;250.0;4.6;14.3;5000000.0
Mercedes-Benz;S-Class;115500.0;2008.0;F;388.0;full;automatic;no;5.5;530.0;250.0;5.4;12.3;1000000.0
Mercedes-Benz;S-Class;142332.0;2007.0;F;388.0;full;automatic;no;5.5;530.0;250.0;5.4;12.2;775000.0
Mercedes-Benz;S-Class;156795.0;2007.0;F;340.0;full;automatic;;4.7;460.0;250.0;5.9;11.8;718000.0
Mercedes-Benz;S-Class;189000.0;2007.0;F;340.0;full;automatic;;4.7;460.0;250.0;5.9;11.8;600000.0
Mercedes-Benz;S-Class;200000.0;2007.0;F;272.0;full;automatic;no;3.5;350.0;250.0;7.2;10.1;600000.0
Mercedes-Benz;S-Class;165000.0;2007.0;F;235.0;rear;automatic;turbocharging;3.0;540.0;250.0;7.5;8.3;1250000.0
Mercedes-Benz;S-Class;143000.0;2008.0;F;388.0;full;automatic;no;5.5;530.0;250.0;5.4;12.3;950000.0
Mercedes-Benz;S-Class;125000.0;2008.0;F;388.0;full;automatic;no;5.5;530.0;250.0;5.4;12.2;780000.0
Mercedes-Benz;S-Class;240000.0;2007.0;F;340.0;full;automatic;;4.7;460.0;250.0;5.9;11.8;750000.0
Mercedes-Benz;S-Class;170000.0;2006.0;F;388.0;rear;automatic;no;5.5;530.0;250.0;5.4;11.9;699000.0
Mercedes-Benz;S-Class;224000.0;2008.0;F;235.0;full;automatic;turbocharging;3.0;540.0;250.0;7.5;8.5;1000000.0
Mercedes-Benz;S-Class;161000.0;2007.0;F;231.0;rear;automatic;no;3.0;300.0;250.0;8.2;9.4;920000.0
Mercedes-Benz;S-Class;52200.0;2008.0;F;388.0;rear;automatic;no;5.5;530.0;250.0;5.4;11.9;1100000.0
Subaru;Forester;232869.0;1998.0;J;138.0;full;automatic;no;2.0;187.0;197.15641361256544;10.423527447894209;8.6;297000.0
Subaru;Forester;300000.0;1998.0;J;150.0;full;automatic;no;2.5;221.0;197.15641361256544;10.423527447894209;0.0;260000.0
Subaru;Forester;137900.0;1998.0;J;250.0;full;automatic;turbocharging;2.0;309.0;198.0;8.4;10.6;350000.0
Subaru;Forester;226200.0;1997.0;J;138.0;full;automatic;no;2.0;187.0;197.15641361256544;10.423527447894209;8.6;250000.0
Subaru;Forester;180000.0;1997.0;J;138.0;full;mechanics;no;2.0;187.0;178.0;10.8;7.9;180000.0
Subaru;Forester;407000.0;1998.0;J;125.0;full;mechanics;no;2.0;184.0;178.0;10.7;9.1;210000.0
Subaru;Forester;253041.0;1999.0;J;170.0;full;automatic;turbocharging;2.0;240.0;189.0;9.3;10.5;320000.0
Subaru;Forester;350000.0;1999.0;J;170.0;full;mechanics;turbocharging;2.0;240.0;198.0;8.4;9.9;530000.0
Subaru;Forester;398000.0;1999.0;J;165.0;full;automatic;no;2.5;225.0;197.15641361256544;10.423527447894209;0.0;200000.0
Subaru;Forester;370000.0;1999.0;J;250.0;full;mechanics;turbocharging;2.0;309.0;198.0;8.2;9.6;380000.0
Subaru;Forester;300000.0;1998.0;J;125.0;full;automatic;no;2.0;184.0;166.0;12.4;9.2;219000.0
Subaru;Forester;200000.0;1998.0;J;138.0;full;automatic;no;2.0;187.0;197.15641361256544;10.423527447894209;8.6;290000.0
Subaru;Forester;270000.0;1998.0;J;165.0;full;automatic;no;2.5;225.0;197.15641361256544;10.423527447894209;0.0;250000.0
Subaru;Forester;550000.0;1997.0;J;122.0;full;mechanics;no;2.0;176.0;178.0;10.8;9.0;270000.0
Subaru;Forester;350000.0;1999.0;J;150.0;full;automatic;no;2.5;221.0;197.15641361256544;10.423527447894209;0.0;230000.0
Jeep;Compass;145900.0;2014.0;J;170.0;full;automatic;no;2.4;220.0;187.0;10.7;9.0;930000.0
Jeep;Compass;116290.0;2013.0;J;170.0;full;automatic;no;2.4;220.0;187.0;10.7;9.0;995000.0
Jeep;Compass;162000.0;2013.0;J;170.0;full;automatic;no;2.4;220.0;187.0;10.7;9.0;1050000.0
Jeep;Compass;84618.0;2013.0;J;170.0;full;automatic;no;2.4;220.0;187.0;10.7;9.0;1299999.0
Citroen;C1;95657.0;2011.0;A;68.0;front;robot;no;1.0;93.0;157.0;14.0;4.6;300000.0
Citroen;C1;78600.0;2012.0;A;68.0;front;robot;no;1.0;93.0;157.0;14.0;4.6;389000.0
Citroen;C1;108000.0;2010.0;A;68.0;front;robot;no;1.0;93.0;157.0;14.0;4.6;320000.0
Citroen;C1;91000.0;2010.0;A;68.0;front;mechanics;no;1.0;93.0;157.0;13.7;4.5;275000.0
Peugeot;508;147000.0;2014.0;D;150.0;front;automatic;turbocharging;1.6;240.0;220.0;9.2;7.1;780000.0
Peugeot;508;128000.0;2014.0;D;150.0;front;automatic;turbocharging;1.6;240.0;220.0;9.2;7.1;900000.0
Kia;Picanto;79489.0;2011.0;A;85.0;front;automatic;no;1.3;121.0;163.0;13.4;5.3;560000.0
Mercedes-Benz;GLA AMG;72143.0;2015.0;J;360.0;full;robot;turbocharging;2.0;450.0;250.0;4.8;7.5;2248000.0
Mercedes-Benz;GLA AMG;68000.0;2016.0;J;381.0;full;robot;turbocharging;2.0;475.0;250.0;4.4;7.4;2300000.0
Luxgen;Luxgen7 SUV;109492.0;2015.0;J;175.0;front;automatic;turbocharging;2.2;275.0;190.0;10.0;11.2;777000.0
Luxgen;Luxgen7 SUV;104000.0;2014.0;J;175.0;front;automatic;turbocharging;2.2;275.0;190.0;10.0;11.2;630000.0
Luxgen;Luxgen7 SUV;102000.0;2014.0;J;175.0;front;automatic;turbocharging;2.2;275.0;190.0;10.0;11.2;429000.0
Luxgen;Luxgen7 SUV;82000.0;2013.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;849999.0
Luxgen;Luxgen7 SUV;70500.0;2015.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;899000.0
Luxgen;Luxgen7 SUV;67000.0;2014.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;800000.0
Luxgen;Luxgen7 SUV;21000.0;2015.0;J;175.0;front;automatic;turbocharging;2.2;275.0;190.0;10.0;11.2;850000.0
Luxgen;Luxgen7 SUV;110000.0;2014.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;850000.0
Luxgen;Luxgen7 SUV;53691.0;2016.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;709000.0
Luxgen;Luxgen7 SUV;150000.0;2014.0;J;175.0;front;automatic;turbocharging;2.2;275.0;190.0;10.0;11.2;590000.0
Luxgen;Luxgen7 SUV;125000.0;2014.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;700000.0
Luxgen;Luxgen7 SUV;65000.0;2014.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;775000.0
Luxgen;Luxgen7 SUV;120000.0;2014.0;J;175.0;full;automatic;turbocharging;2.2;275.0;190.0;10.3;11.9;849000.0
MINI;Hatch;62430.0;2014.0;B;136.0;front;automatic;turbocharging;1.5;220.0;207.0;8.1;4.8;1065000.0
MINI;Hatch;149638.0;2017.0;B;136.0;front;automatic;turbocharging;1.5;220.0;207.0;8.1;4.8;1055000.0
MINI;Hatch;46500.0;2017.0;B;136.0;front;automatic;turbocharging;1.5;220.0;207.0;8.1;4.8;1179000.0
MINI;Hatch;52659.0;2015.0;B;136.0;front;automatic;turbocharging;1.5;220.0;207.0;8.1;4.8;1055000.0
BMW;5 series;476000.0;2002.0;E;163.0;rear;mechanics;turbocharging;2.5;350.0;215.0;9.4;7.0;379000.0
BMW;5 series;250000.0;2001.0;E;136.0;rear;mechanics;turbocharging;2.0;280.0;204.0;10.9;6.1;500000.0
BMW;5 series;450000.0;2000.0;E;192.0;rear;mechanics;no;2.5;245.0;235.0;8.5;9.8;199999.0
BMW;5 series;320000.0;2001.0;E;170.0;rear;automatic;no;2.2;210.0;223.0;9.5;9.5;400000.0
BMW;5 series;494000.0;2001.0;E;193.0;rear;automatic;turbocharging;2.9;410.0;227.0;8.1;8.5;460000.0
BMW;5 series;386578.0;2001.0;E;170.0;rear;automatic;no;2.2;210.0;223.0;9.5;9.5;285000.0
BMW;5 series;550000.0;2003.0;E;192.0;rear;automatic;no;2.5;245.0;229.0;9.3;10.5;457000.0
BMW;5 series;267000.0;1990.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;333333.0
BMW;5 series;157300.0;1991.0;E;115.0;rear;mechanics;turbocharging;2.4;220.0;192.0;12.9;6.6;419990.0
BMW;5 series;310393.0;1995.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;126000.0
BMW;5 series;248093.0;1990.0;E;129.0;rear;mechanics;no;2.0;162.0;203.0;11.9;10.1;319000.0
BMW;5 series;121000.0;1990.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;660000.0
BMW;5 series;250000.0;1991.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;250000.0
BMW;5 series;80000.0;1994.0;E;192.0;rear;mechanics;no;2.5;250.0;230.0;8.6;9.5;3333333.0
BMW;5 series;270000.0;1992.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;79000.0
BMW;5 series;335416.0;1995.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;180000.0
BMW;5 series;374386.0;1993.0;E;192.0;rear;mechanics;no;2.5;250.0;230.0;8.6;9.5;300000.0
BMW;5 series;300000.0;1991.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;90000.0
BMW;5 series;55000.0;1989.0;E;115.0;rear;mechanics;turbocharging;2.4;220.0;192.0;12.9;6.6;150000.0
BMW;5 series;141000.0;1995.0;E;192.0;rear;automatic;no;2.5;250.0;225.0;9.5;9.0;790000.0
BMW;5 series;280000.0;1989.0;E;129.0;rear;mechanics;no;2.0;162.0;203.0;11.9;10.1;300000.0
BMW;5 series;296000.0;1995.0;E;150.0;rear;mechanics;no;2.0;190.0;211.0;10.6;8.9;200000.0
Audi;A4 allroad;94520.0;2013.0;D;225.0;full;automatic;turbocharging;2.0;350.0;234.0;6.7;7.1;1349000.0
Audi;A4 allroad;207222.0;2012.0;D;211.0;full;robot;turbocharging;2.0;350.0;230.0;6.8;7.3;960000.0
Audi;A4 allroad;125172.0;2012.0;D;211.0;full;robot;turbocharging;2.0;350.0;230.0;6.8;7.3;1179000.0
Audi;A4 allroad;154000.0;2013.0;D;225.0;full;robot;turbocharging;2.0;350.0;234.0;6.7;7.1;1100000.0
Audi;A4 allroad;197000.0;2014.0;D;225.0;full;robot;turbocharging;2.0;350.0;234.0;6.7;7.1;1250000.0
Audi;A4 allroad;163500.0;2013.0;D;225.0;full;robot;turbocharging;2.0;350.0;234.0;6.7;7.1;1499999.0
Audi;A4 allroad;111000.0;2012.0;D;211.0;full;automatic;turbocharging;2.0;350.0;230.0;6.8;0.0;950000.0
Audi;A4 allroad;200000.0;2015.0;D;225.0;full;robot;turbocharging;2.0;350.0;234.0;6.7;7.1;1230000.0
Audi;A4 allroad;90000.0;2012.0;D;211.0;full;robot;turbocharging;2.0;350.0;230.0;6.8;7.3;1590000.0
Porsche;Panamera;29000.0;2018.0;F;550.0;full;robot;turbocharging;4.0;850.0;310.0;3.4;3.0;11000000.0
Porsche;Panamera;14381.0;2019.0;F;330.0;full;robot;turbocharging;3.0;450.0;259.0;5.5;7.9;8197000.0
Porsche;Panamera;22987.0;2019.0;F;460.0;full;robot;turbocharging;4.0;620.0;289.0;4.1;10.6;9379000.0
Porsche;Panamera;10173.0;2019.0;F;460.0;full;robot;turbocharging;4.0;620.0;289.0;4.1;10.6;10420000.0
Porsche;Panamera;15043.0;2019.0;F;550.0;full;robot;turbocharging;4.0;850.0;310.0;3.4;3.0;10900000.0
Porsche;Panamera;59281.0;2018.0;F;330.0;full;robot;turbocharging;3.0;450.0;259.0;5.5;7.9;6190000.0
LADA (VAZ);2105;95000.0;1996.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;95000.0
LADA (VAZ);2105;14636.0;2010.0;C;73.0;rear;mechanics;no;1.6;114.0;150.0;17.0;8.5;199000.0
LADA (VAZ);2105;25800.0;2010.0;C;73.0;rear;mechanics;no;1.6;114.0;150.0;17.0;8.5;190000.0
LADA (VAZ);2105;29598.0;2004.0;C;71.0;rear;mechanics;no;1.5;112.0;150.0;17.0;8.8;117000.0
LADA (VAZ);2105;60000.0;1988.0;C;64.0;rear;mechanics;no;1.2;89.0;140.0;22.0;7.5;42000.0
LADA (VAZ);2105;140000.0;2004.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;42000.0
LADA (VAZ);2105;87000.0;1996.0;C;75.0;rear;mechanics;no;1.5;104.0;145.0;18.0;10.1;35000.0
LADA (VAZ);2105;40811.0;2004.0;C;71.0;rear;mechanics;no;1.5;112.0;150.0;17.0;8.8;85000.0
LADA (VAZ);2105;27462.0;2004.0;C;75.0;rear;mechanics;no;1.5;104.0;145.0;18.0;10.1;108000.0
LADA (VAZ);2105;7000.0;2003.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;200000.0
LADA (VAZ);2105;15700.0;2010.0;C;73.0;rear;mechanics;no;1.6;114.0;150.0;17.0;8.5;190000.0
LADA (VAZ);2105;23920.0;2007.0;C;71.0;rear;mechanics;no;1.5;112.0;150.0;17.0;8.8;190000.0
LADA (VAZ);2105;45000.0;2007.0;C;71.0;rear;mechanics;no;1.5;112.0;150.0;17.0;8.8;65000.0
LADA (VAZ);2105;131580.0;2006.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;59000.0
LADA (VAZ);2105;40000.0;2010.0;C;73.0;rear;mechanics;no;1.6;114.0;150.0;17.0;8.5;1099000.0
LADA (VAZ);2105;17000.0;2002.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;75000.0
LADA (VAZ);2105;71000.0;2006.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;99000.0
LADA (VAZ);2105;48545.0;2005.0;C;71.0;rear;mechanics;no;1.5;104.0;150.0;17.0;10.1;115000.0
Suzuki;Swift;138587.0;2008.0;B;92.0;front;mechanics;no;1.3;116.0;175.0;11.0;6.0;380000.0
Suzuki;Swift;308369.0;2007.0;B;92.0;front;mechanics;no;1.3;116.0;175.0;11.0;6.0;236000.0
Suzuki;Swift;228000.0;2009.0;B;102.0;front;automatic;no;1.5;133.0;180.0;11.7;6.7;369990.0
Suzuki;Swift;180000.0;2008.0;B;92.0;front;mechanics;no;1.3;116.0;175.0;11.0;6.0;330000.0
Suzuki;Swift;105000.0;2008.0;B;92.0;full;mechanics;no;1.3;116.0;167.0;12.8;6.5;357000.0
Suzuki;Swift;129059.0;2007.0;B;92.0;front;robot;no;1.3;116.0;167.0;12.8;6.2;220000.0
Suzuki;Swift;79263.0;2009.0;B;102.0;front;automatic;no;1.5;133.0;180.0;11.7;6.7;465000.0
Suzuki;Swift;130000.0;2010.0;B;102.0;front;automatic;no;1.5;133.0;180.0;11.7;6.7;390000.0
Suzuki;Swift;79370.0;2007.0;B;92.0;front;robot;no;1.3;116.0;167.0;12.8;6.2;310000.0
Suzuki;Swift;409000.0;2005.0;B;92.0;front;mechanics;no;1.3;116.0;175.0;11.0;6.0;180000.0
Suzuki;Swift;132850.0;2008.0;B;92.0;full;mechanics;no;1.3;116.0;167.0;12.8;6.5;375000.0
Suzuki;Swift;147000.0;2008.0;B;102.0;front;automatic;no;1.5;133.0;180.0;11.7;6.7;429000.0
Suzuki;Swift;108000.0;2008.0;B;110.0;front;automatic;no;1.5;143.0;197.15641361256544;10.423527447894209;6.1;474000.0
Suzuki;Swift;92400.0;2007.0;B;92.0;front;robot;no;1.3;116.0;167.0;12.8;6.2;345000.0
Opel;Zafira;119709.0;2006.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;315000.0
Opel;Zafira;189000.0;2008.0;M;105.0;front;mechanics;no;1.6;150.0;176.0;14.3;7.1;399000.0
Opel;Zafira;243982.0;2007.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;269000.0
Opel;Zafira;188953.0;2007.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;439000.0
Opel;Zafira;170189.0;2007.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;399000.0
Opel;Zafira;300000.0;2007.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;230000.0
Opel;Zafira;170000.0;2006.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;410000.0
Opel;Zafira;454000.0;2006.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;280000.0
Opel;Zafira;80000.0;2007.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;470000.0
Opel;Zafira;101000.0;2006.0;M;150.0;front;automatic;no;2.2;215.0;200.0;10.6;8.2;380000.0
Opel;Zafira;288424.0;2008.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;299000.0
Opel;Zafira;233390.0;2007.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;300000.0
Opel;Zafira;320000.0;2006.0;M;140.0;front;mechanics;no;1.8;175.0;197.0;11.5;7.6;330000.0
Opel;Zafira;177000.0;2008.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;360000.0
Opel;Zafira;239000.0;2007.0;M;140.0;front;robot;no;1.8;175.0;197.0;12.9;7.2;340000.0
Hyundai;Grand Starex;36432.0;2017.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1900000.0
Hyundai;Grand Starex;48000.0;2017.0;M;175.0;full;automatic;turbocharging;2.5;451.0;197.15641361256544;10.423527447894209;0.0;2150000.0
Hyundai;Grand Starex;52000.0;2016.0;M;175.0;full;automatic;turbocharging;2.5;451.0;197.15641361256544;10.423527447894209;0.0;2090000.0
Hyundai;Grand Starex;35000.0;2017.0;M;174.0;rear;automatic;turbocharging;2.5;402.0;197.15641361256544;12.6;9.5;2095000.0
Hyundai;Grand Starex;62540.0;2017.0;M;174.0;rear;automatic;turbocharging;2.5;402.0;197.15641361256544;12.6;9.5;2090000.0
Hyundai;Grand Starex;33115.0;2017.0;M;145.0;full;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;2090000.0
Hyundai;Grand Starex;22500.0;2015.0;M;145.0;rear;mechanics;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1397000.0
Hyundai;Grand Starex;53000.0;2016.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1830000.0
Hyundai;Grand Starex;144500.0;2016.0;M;145.0;full;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1600000.0
Hyundai;Grand Starex;45000.0;2017.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;2100000.0
Hyundai;Grand Starex;60000.0;2017.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1870000.0
Hyundai;Grand Starex;222218.0;2016.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1600000.0
Hyundai;Grand Starex;29000.0;2017.0;M;145.0;full;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1900000.0
Hyundai;Grand Starex;39500.0;2017.0;M;145.0;full;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1900000.0
Hyundai;Grand Starex;104000.0;2017.0;M;145.0;rear;automatic;turbocharging;2.5;353.0;197.15641361256544;10.423527447894209;0.0;1850000.0
